1.3398,0.68436,-0.26492,-0.66033,-0.21131,-0.088647,-0.81888,0.76315,-0.57588,-0.19407,-0.44388,0.83302,-0.43801,-0.64823,0.36783,-0.43206
2.4538,0.23574,0.19783,-0.2966,-0.44514,0.022872,0.79309,0.00048741,-0.29591,-0.32612,-0.083711,-0.18277,0.16036,1.1304,0.2136,-0.36472
0.65714,0.10666,1.5838,0.10861,0.60785,0.47765,-0.13017,0.64171,0.45387,-0.25577,0.13489,0.59975,-0.66897,-0.79241,-0.25656,-0.38794
0.42383,0.064722,1.435,0.89456,0.40261,0.4707,1.1797,-0.25078,0.49325,-0.61857,-0.60797,0.21731,1.5938,0.6008,0.76697,0.92999
0.87056,-0.14769,0.38445,0.35726,0.081319,0.96323,-0.083718,0.40357,-0.4438,0.31309,-0.61099,-0.019826,0.1889,-0.48555,-0.4288,-0.1928
-1.2136,0.4813,-0.37662,-0.18392,0.89948,1.711,0.029941,0.77637,-0.23233,-0.884,-0.28748,-0.33463,-0.16356,0.30885,-0.35003,-0.043173
0.10838,-0.028215,0.74628,-0.28019,0.24524,-0.9901,0.70751,-0.12913,-0.65267,-0.31614,-0.28309,-0.12181,-0.6734,-0.42924,0.61883,-0.28016
-0.060723,0.24801,0.61754,-0.38078,-1.0062,-0.35143,1.4973,1.0682,0.6276,0.27558,0.2128,-0.49486,0.098069,-0.17417,-0.16176,-0.23232
-0.20456,-0.2561,-0.11734,-0.33985,-1.2255,0.33432,0.071446,-0.1689,1.015,0.79713,0.33086,-0.4261,-0.2832,0.039455,0.27177,0.028634
0.28763,0.42315,-0.63146,-0.090418,0.30509,-1.1926,0.3677,-0.018874,1.0013,0.27334,-0.17097,0.0087463,0.19438,-1.205,0.70047,-0.84113
0.035497,-0.78936,0.51907,0.70303,-0.59664,-0.5638,-0.091535,-0.60606,-0.29664,-0.29973,0.85111,1.0342,0.53127,-0.53936,0.088021,-0.049538
-0.9268,-0.37316,-1.012,0.27406,0.23985,0.20854,-0.91247,0.42001,-0.19064,0.15107,0.40995,0.50143,-0.39538,0.1331,0.32631,-0.20168
-0.016535,-0.70905,0.026511,0.40987,-0.31,-0.48797,-0.20338,0.4858,-1.0198,-0.26553,0.30238,-0.042703,1.249,0.36146,-0.10327,0.080269
-1.199,0.9665,0.042904,-0.33437,0.85882,0.16008,-0.10681,0.3524,-0.44722,0.671,0.96432,-0.049917,1.7349,1.0482,-0.32296,-0.062813
0.006808,0.71137,0.33081,-0.82863,-0.30738,0.58649,-0.3676,-0.59836,0.57363,-0.053579,-0.50333,-0.30977,-0.22389,-0.0083194,0.74762,1.5724
0.41398,-0.3044,-1.1175,-0.90714,0.63999,-0.54405,1.1376,0.70451,0.15772,0.34639,-0.0085233,-0.033527,0.1631,-0.1584,1.4729,0.42705
